community_area,year,month,total_crime_count,total_crime_weight,avg_latitude,avg_longitude,arrest_rate,risk_score,safety_score
1.0,2015,1,287,1385.0,42.011973228930316,-87.6709248114425,0.303,22.03,77.97
1.0,2015,2,237,1142.0,42.01262260194937,-87.671016149173,0.257,19.76,80.24
1.0,2015,3,289,1394.0,42.01196843421108,-87.67065138442214,0.291,22.25,77.75
1.0,2015,4,234,1109.0,42.012143636841884,-87.67046375560257,0.248,19.55,80.45
1.0,2015,5,328,1587.0,42.01211421751525,-87.67059979380792,0.229,25.03,74.97
1.0,2015,6,294,1397.0,42.01253670154081,-87.67138839580953,0.279,22.49,77.51
1.0,2015,7,358,1762.0,42.01165403676816,-87.67039101502235,0.24,26.76,73.24
1.0,2015,8,310,1473.0,42.012216419196776,-87.66977334432903,0.265,23.49,76.51
1.0,2015,9,336,1623.0,42.01276787770536,-87.6705815766131,0.25,25.23,74.77
1.0,2015,10,324,1590.0,42.012132187876546,-87.67079768209567,0.25,24.76,75.24
1.0,2015,11,250,1181.0,42.013082526256,-87.67126056688,0.268,20.18,79.82
1.0,2015,12,262,1288.0,42.01286248896183,-87.67086892019466,0.172,22.16,77.84
1.0,2016,1,307,1499.0,42.011929714693814,-87.67074245033876,0.221,24.06,75.94
1.0,2016,2,270,1338.0,42.01206157101852,-87.67092988164075,0.23,22.1,77.9
1.0,2016,3,304,1490.0,42.01263302018092,-87.67108843233224,0.207,24.08,75.92
1.0,2016,4,314,1595.0,42.01176464198408,-87.67038143919427,0.207,25.04,74.96
1.0,2016,5,317,1609.0,42.01188323332492,-87.66977800278865,0.183,25.44,74.56
1.0,2016,6,320,1540.0,42.01205113775,-87.67005296410625,0.188,24.94,75.06
1.0,2016,7,311,1471.0,42.01155916446302,-87.66964337340514,0.141,24.73,75.27
1.0,2016,8,329,1647.0,42.01171971990577,-87.67003328548633,0.164,26.13,73.87
1.0,2016,9,313,1526.0,42.01217790163259,-87.67033645788817,0.144,25.15,74.85
1.0,2016,10,315,1543.0,42.01196593172064,-87.67040922094921,0.168,25.06,74.94
1.0,2016,11,292,1448.0,42.01209532741781,-87.67129606361986,0.134,24.28,75.72
1.0,2016,12,254,1252.0,42.01169728465748,-87.67018764551182,0.201,21.45,78.55
1.0,2017,1,285,1367.0,42.01252161923509,-87.67045410189473,0.158,23.31,76.69
1.0,2017,2,293,1417.0,42.012251292723555,-87.67068315420819,0.15,23.9,76.1
1.0,2017,3,289,1359.0,42.0117215593391,-87.67092658577856,0.176,23.14,76.86
1.0,2017,4,335,1617.0,42.01218880495522,-87.67095423276419,0.179,25.87,74.13
1.0,2017,5,367,1691.0,42.01248074351771,-87.67122663598093,0.153,27.28,72.72
1.0,2017,6,344,1663.0,42.01197953482849,-87.67029883768605,0.169,26.49,73.51
1.0,2017,7,406,1968.0,42.012367718315275,-87.67105050354186,0.165,29.93,70.07
1.0,2017,8,381,1776.0,42.011436336582676,-87.67050277122047,0.144,28.25,71.75
1.0,2017,9,351,1731.0,42.01161252745869,-87.67039507009117,0.117,27.64,72.36
1.0,2017,10,398,1946.0,42.01258961869095,-87.67111941645477,0.188,29.38,70.62
1.0,2017,11,355,1763.0,42.01185925614648,-87.67054644468169,0.152,27.6,72.4
1.0,2017,12,281,1371.0,42.01319855393594,-87.67124016754804,0.153,23.31,76.69
1.0,2018,1,276,1351.0,42.012841841289855,-87.6709552226558,0.181,22.79,77.21
1.0,2018,2,245,1257.0,42.01247248171837,-87.67070902102448,0.216,21.17,78.83
1.0,2018,3,308,1523.0,42.01212654081818,-87.67103585290259,0.162,24.84,75.16
1.0,2018,4,256,1252.0,42.012272503808596,-87.67062559571093,0.191,21.58,78.42
1.0,2018,5,305,1463.0,42.01163438537377,-87.6705393981082,0.128,24.69,75.31
1.0,2018,6,336,1604.0,42.01312561988691,-87.6705339083006,0.17,25.89,74.11
1.0,2018,7,388,1938.0,42.0129537129665,-87.67033052336082,0.188,29.14,70.86
1.0,2018,8,400,1920.0,42.012579097585004,-87.67085141980749,0.165,29.46,70.54
1.0,2018,9,342,1671.0,42.01264187539766,-87.67085487073392,0.17,26.5,73.5
1.0,2018,10,348,1729.0,42.01177124181896,-87.67122799465804,0.172,27.01,72.99
1.0,2018,11,271,1336.0,42.01293191394465,-87.67097733614023,0.144,22.96,77.04
1.0,2018,12,276,1327.0,42.011225408557976,-87.67043787339492,0.185,22.58,77.42
1.0,2019,1,287,1399.0,42.01237036680836,-87.67128296388502,0.167,23.49,76.51
1.0,2019,2,285,1342.0,42.01212797577544,-87.6711009679579,0.161,23.09,76.91
1.0,2019,3,308,1473.0,42.011751934866886,-87.67059338894805,0.211,23.99,76.01
1.0,2019,4,257,1245.0,42.01144802484825,-87.67037291784047,0.16,21.87,78.13
1.0,2019,5,395,1950.0,42.01193996381266,-87.67035331152404,0.139,29.85,70.15
1.0,2019,6,331,1616.0,42.01229501321148,-87.67060719376133,0.097,26.62,73.38
1.0,2019,7,385,1882.0,42.013072434748054,-87.6709820021922,0.195,28.61,71.39
1.0,2019,8,396,1942.0,42.01186211457323,-87.6700156257702,0.164,29.56,70.44
1.0,2019,9,374,1756.0,42.01165812528877,-87.67002095551337,0.193,27.49,72.51
1.0,2019,10,345,1649.0,42.01178610096232,-87.66990248206956,0.186,26.23,73.77
1.0,2019,11,292,1439.0,42.011705086270545,-87.67030963261303,0.188,23.67,76.33
1.0,2019,12,352,1675.0,42.01275866517898,-87.67070656603124,0.162,26.79,73.21
1.0,2020,1,316,1449.0,42.01300077842405,-87.6696199539367,0.177,24.3,75.7
1.0,2020,2,286,1335.0,42.01156814947552,-87.66976075871678,0.157,23.1,76.9
1.0,2020,3,251,1258.0,42.01214124487649,-87.67062917788446,0.151,21.93,78.07
1.0,2020,4,189,914.0,42.01162033541799,-87.6693302525291,0.063,19.12,80.88
1.0,2020,5,242,1235.0,42.011875907785125,-87.6703958298595,0.091,22.2,77.8
1.0,2020,6,284,1472.0,42.01240282783451,-87.67060753087677,0.095,24.69,75.31
1.0,2020,7,289,1473.0,42.01238750959862,-87.67020625379585,0.097,24.78,75.22
1.0,2020,8,312,1622.0,42.01112439485577,-87.6700289899391,0.128,25.99,74.01
1.0,2020,9,273,1342.0,42.01119031987912,-87.6705986482381,0.128,23.2,76.8
1.0,2020,10,295,1447.0,42.012119174481356,-87.67018959089152,0.119,24.48,75.52
1.0,2020,11,231,1162.0,42.01199102648918,-87.67049126795237,0.113,21.24,78.76
1.0,2020,12,236,1191.0,42.01143980141949,-87.67002634416527,0.102,21.66,78.34
1.0,2021,1,249,1300.0,42.011971497192775,-87.6702821316747,0.092,22.8,77.2
1.0,2021,2,189,972.0,42.01146882402646,-87.67012400200001,0.095,19.23,80.77
1.0,2021,3,252,1295.0,42.01226886883334,-87.67111783844841,0.171,22.03,77.97
1.0,2021,4,247,1176.0,42.01187034262348,-87.66973068443725,0.158,21.19,78.81
1.0,2021,5,311,1531.0,42.01204468878457,-87.66981890614791,0.129,25.3,74.7
1.0,2021,6,307,1600.0,42.011882930244305,-87.66934412891204,0.124,25.78,74.22
1.0,2021,7,248,1263.0,42.01144566363307,-87.67010881700402,0.077,22.66,77.34
1.0,2021,8,310,1543.0,42.01107321006452,-87.67036146890968,0.09,25.75,74.25
1.0,2021,9,297,1511.0,42.01089316306061,-87.66949749873737,0.077,25.4,74.6
1.0,2021,10,291,1451.0,42.011373167429554,-87.66979983200343,0.144,24.18,75.82
1.0,2021,11,311,1481.0,42.01236941859164,-87.6700149822283,0.09,25.31,74.69
1.0,2021,12,284,1491.0,42.0112394099331,-87.67019248043309,0.127,24.52,75.48
1.0,2022,1,281,1379.0,42.01138288871886,-87.66968415309609,0.078,24.12,75.88
1.0,2022,2,265,1338.0,42.01135475981509,-87.6703646407698,0.14,22.9,77.1
1.0,2022,3,245,1170.0,42.011016924342854,-87.67015176708571,0.106,21.63,78.37
1.0,2022,4,294,1429.0,42.0117005640068,-87.66982940178231,0.163,23.88,76.12
1.0,2022,5,354,1821.0,42.01189136295198,-87.66992878222598,0.113,28.4,71.6
1.0,2022,6,372,1870.0,42.01164080933064,-87.67030256368011,0.145,28.77,71.23
1.0,2022,7,394,1972.0,42.01143619442894,-87.67015186151522,0.165,29.74,70.26
1.0,2022,8,380,1814.0,42.01157189187105,-87.6698946986921,0.116,28.8,71.2
1.0,2022,9,408,2021.0,42.010942077610295,-87.66933136131374,0.125,30.76,69.24
1.0,2022,10,360,1863.0,42.01122155775,-87.66992342065834,0.108,28.86,71.14
1.0,2022,11,292,1445.0,42.010740965167805,-87.66982996285275,0.103,24.57,75.43
1.0,2022,12,323,1626.0,42.01110116403096,-87.67023491029101,0.124,26.27,73.73
1.0,2023,1,328,1606.0,42.01118218832927,-87.66974474782013,0.174,25.72,74.28
1.0,2023,2,317,1570.0,42.01165416387697,-87.66973651063407,0.148,25.5,74.5
1.0,2023,3,365,1759.0,42.011581747134244,-87.67036352268494,0.107,28.2,71.8
1.0,2023,4,361,1699.0,42.01187957189197,-87.67022512269251,0.13,27.45,72.55
1.0,2023,5,393,1908.0,42.01164156373791,-87.66985661194911,0.135,29.55,70.45
1.0,2023,6,413,2025.0,42.01106165803147,-87.66965802963438,0.169,30.44,69.56
1.0,2023,7,372,1876.0,42.011154056220434,-87.6696200433414,0.094,29.33,70.67
1.0,2023,8,426,2058.0,42.01196851507746,-87.66978466288263,0.143,31.19,68.81
1.0,2023,9,392,2009.0,42.01138654669388,-87.66991177635714,0.145,30.17,69.83
1.0,2023,10,399,1989.0,42.01127087942105,-87.67013593102256,0.11,30.5,69.5
1.0,2023,11,430,2035.0,42.01165104325116,-87.66994271068371,0.109,31.43,68.57
1.0,2023,12,418,2089.0,42.01029585763397,-87.67010535317942,0.163,31.07,68.93
1.0,2024,1,416,2019.0,42.010242012536054,-87.66968988663702,0.154,30.61,69.39
1.0,2024,2,390,1955.0,42.01005674398461,-87.67007132412307,0.131,29.88,70.12
1.0,2024,3,390,1880.0,42.00981735663846,-87.66904568694359,0.151,29.12,70.88
1.0,2024,4,384,1900.0,42.01129543685156,-87.66914710192448,0.143,29.24,70.76
1.0,2024,5,386,1910.0,42.01039802340674,-87.66874427721244,0.145,29.33,70.67
1.0,2024,6,344,1689.0,42.01064314836628,-87.66954102227616,0.134,27.03,72.97
1.0,2024,7,368,1814.0,42.01012172077989,-87.66915139439402,0.13,28.43,71.57
1.0,2024,8,332,1609.0,42.00979628489759,-87.66914059460844,0.154,26.01,73.99
1.0,2024,9,355,1811.0,42.010839337222535,-87.6700863225493,0.183,27.64,72.36
1.0,2024,10,333,1670.0,42.011119589573575,-87.66938376188288,0.162,26.4,73.6
1.0,2024,11,327,1695.0,42.01084305958716,-87.6693777308104,0.165,26.44,73.56
1.0,2024,12,281,1396.0,42.010737138537365,-87.67050335039858,0.167,23.35,76.65
1.0,2025,1,325,1595.0,42.011154189156926,-87.67033942733846,0.231,25.01,74.99
1.0,2025,2,301,1548.0,42.011222741714285,-87.67027817079402,0.213,24.4,75.6
1.0,2025,3,312,1519.0,42.010143007833335,-87.66924267815385,0.192,24.59,75.41
1.0,2025,4,280,1361.0,42.010982648014284,-87.66987376153928,0.196,22.79,77.21
1.0,2025,5,321,1579.0,42.01104437158567,-87.67043093234268,0.215,24.97,75.03
1.0,2025,6,324,1603.0,42.01051326678704,-87.66945611852161,0.17,25.66,74.34
1.0,2025,7,315,1595.0,42.010291868079364,-87.67000318718412,0.187,25.26,74.74
1.0,2025,8,356,1730.0,42.01079384692416,-87.66923340841292,0.171,27.18,72.82
1.0,2025,9,348,1744.0,42.01155059124138,-87.6695369603046,0.172,27.12,72.88
1.0,2025,10,304,1479.0,42.01121301126316,-87.67032585933224,0.155,24.52,75.48
1.0,2025,11,271,1396.0,42.01059401972325,-87.67007963809964,0.17,23.14,76.86
1.0,2025,12,276,1362.0,42.01188508291304,-87.67036850243478,0.159,23.09,76.91
2.0,2015,1,244,1221.0,41.99890134858197,-87.69369529502458,0.217,20.87,79.13
2.0,2015,2,221,1053.0,41.99959844752036,-87.69260455752489,0.231,19.07,80.93
2.0,2015,3,238,1048.0,41.99867902122689,-87.6934420072227,0.261,19.05,80.95
2.0,2015,4,237,1132.0,41.999759874818565,-87.69278627458651,0.186,20.4,79.6
2.0,2015,5,278,1351.0,41.99915146345683,-87.6932488337446,0.191,22.73,77.27
2.0,2015,6,261,1277.0,41.99981321222222,-87.69329011142912,0.215,21.63,78.37
2.0,2015,7,255,1247.0,41.99997311080392,-87.69250614957254,0.255,20.89,79.11
2.0,2015,8,291,1384.0,41.99898265659106,-87.6923171695189,0.196,23.17,76.83
2.0,2015,9,240,1146.0,42.000183950837496,-87.6932953705,0.158,20.83,79.17
2.0,2015,10,263,1300.0,41.99883102462357,-87.69262021640685,0.148,22.5,77.5
2.0,2015,11,263,1272.0,42.00023107640305,-87.6931446058479,0.179,21.99,78.01
2.0,2015,12,263,1309.0,41.999522788019014,-87.69242407510647,0.19,22.15,77.85
2.0,2016,1,250,1219.0,41.999529982872005,-87.69242854208801,0.164,21.5,78.5
2.0,2016,2,208,976.0,41.99838038176923,-87.69250396528365,0.144,19.12,80.88
2.0,2016,3,284,1378.0,42.00045340548944,-87.6922295156162,0.151,23.44,76.56
2.0,2016,4,222,1088.0,41.99886907872973,-87.69287644928828,0.171,19.94,80.06
2.0,2016,5,270,1377.0,41.99866532245926,-87.69231087732221,0.174,22.94,77.06
2.0,2016,6,303,1335.0,42.00009814272278,-87.69215740681189,0.165,23.34,76.66
2.0,2016,7,286,1374.0,42.000737486965036,-87.69318594250699,0.108,23.87,76.13
2.0,2016,8,304,1488.0,41.999755332276315,-87.69373996122368,0.122,24.92,75.08
2.0,2016,9,276,1376.0,42.000151083594204,-87.69390676106522,0.101,23.77,76.23
2.0,2016,10,316,1539.0,42.000490672148736,-87.69347774455696,0.117,25.56,74.44
2.0,2016,11,303,1476.0,42.00107245626732,-87.69352601568318,0.125,24.77,75.23
2.0,2016,12,246,1154.0,42.00090662584553,-87.69366221821139,0.122,21.37,78.63
2.0,2017,1,304,1448.0,42.00096192619079,-87.69357028902961,0.112,24.72,75.28
2.0,2017,2,236,1086.0,42.001499211288134,-87.69270716850848,0.14,20.5,79.5
2.0,2017,3,285,1336.0,41.99996850919298,-87.6941048706386,0.105,23.61,76.39
2.0,2017,4,267,1277.0,42.00202330866292,-87.6929354089251,0.154,22.35,77.65
2.0,2017,5,298,1435.0,42.001637228909395,-87.6919830983557,0.134,24.29,75.71
2.0,2017,6,297,1415.0,42.00072651480134,-87.6926079373468,0.114,24.32,75.68
2.0,2017,7,322,1552.0,42.00135276937888,-87.69324897193789,0.124,25.7,74.3
2.0,2017,8,329,1563.0,42.00085540893009,-87.69310246613071,0.109,26.06,73.94
2.0,2017,9,313,1572.0,41.9996773653131,-87.69320190079553,0.141,25.52,74.48
2.0,2017,10,301,1485.0,41.99983934081395,-87.69335522129902,0.123,24.83,75.17
2.0,2017,11,289,1384.0,42.00007571511419,-87.69284512122492,0.121,23.88,76.12
2.0,2017,12,308,1441.0,41.999833211415584,-87.69270001926299,0.133,24.53,75.47
2.0,2018,1,286,1420.0,41.998758745325176,-87.69338084938461,0.14,23.9,76.1
2.0,2018,2,235,1147.0,41.99865754071064,-87.6945638998383,0.17,20.63,79.37
2.0,2018,3,307,1508.0,42.000693833827356,-87.69400320483388,0.124,25.1,74.9
2.0,2018,4,231,1112.0,41.999832120878786,-87.69346587504761,0.1,21.0,79.0
2.0,2018,5,303,1472.0,41.999324693481846,-87.69250183285148,0.139,24.61,75.39
2.0,2018,6,282,1411.0,41.999403097581556,-87.69235800170922,0.135,23.81,76.19
2.0,2018,7,349,1694.0,42.0003928734957,-87.69313176470487,0.117,27.32,72.68
2.0,2018,8,330,1632.0,41.999696757045456,-87.69256655734546,0.13,26.38,73.62
2.0,2018,9,267,1313.0,41.99925988698128,-87.69319342237078,0.135,22.8,77.2
2.0,2018,10,315,1559.0,41.9983854563619,-87.69326269471111,0.111,25.75,74.25
2.0,2018,11,287,1389.0,41.998479461080144,-87.69363287540766,0.108,24.01,75.99
2.0,2018,12,293,1502.0,42.00007655431399,-87.692967492157,0.102,25.01,74.99
2.0,2019,1,248,1147.0,42.00041097804436,-87.69283647573387,0.109,21.48,78.52
2.0,2019,2,212,1033.0,41.99948858058491,-87.69204477021697,0.108,19.98,80.02
2.0,2019,3,266,1232.0,41.99947020941354,-87.69306301164286,0.162,21.92,78.08
2.0,2019,4,268,1265.0,41.99899690437686,-87.69323941032462,0.116,22.66,77.34
2.0,2019,5,347,1609.0,42.000190393665704,-87.69334236896542,0.138,26.45,73.55
2.0,2019,6,338,1617.0,42.00087801022781,-87.69352161460947,0.104,26.69,73.31
2.0,2019,7,341,1647.0,41.99963315488856,-87.69219221795015,0.085,27.15,72.85
2.0,2019,8,325,1561.0,41.99956125358769,-87.69307478022154,0.135,25.71,74.29
2.0,2019,9,275,1298.0,41.99962058927272,-87.69293555079273,0.102,23.17,76.83
2.0,2019,10,266,1291.0,41.99951151629699,-87.6931652509624,0.12,22.77,77.23
2.0,2019,11,270,1293.0,41.9990881830963,-87.69256905792221,0.144,22.62,77.38
2.0,2019,12,287,1392.0,41.99908509999651,-87.6927006800871,0.146,23.65,76.35
2.0,2020,1,268,1299.0,41.99965140063806,-87.69320214394403,0.138,22.69,77.31
2.0,2020,2,223,1087.0,41.998821430847535,-87.69407871269955,0.157,20.09,79.91
2.0,2020,3,264,1266.0,41.998898299761365,-87.69209821676515,0.14,22.35,77.65
2.0,2020,4,174,860.0,41.999726155149425,-87.6930649856839,0.052,18.56,81.44
2.0,2020,5,197,986.0,41.998296861908635,-87.69276262381219,0.03,20.13,79.87
2.0,2020,6,236,1126.0,41.99941124125847,-87.69312735967374,0.085,21.35,78.65
2.0,2020,7,303,1523.0,42.000002764967,-87.69327387253796,0.089,25.48,74.52
2.0,2020,8,312,1586.0,41.99909279814103,-87.69379209453525,0.074,26.27,73.73
2.0,2020,9,293,1438.0,41.99987518540614,-87.69228871284983,0.061,24.95,75.05
2.0,2020,10,291,1462.0,41.99961635149141,-87.69386480419931,0.127,24.43,75.57
2.0,2020,11,248,1200.0,42.00008381479436,-87.69277260220564,0.081,22.16,77.84
2.0,2020,12,242,1136.0,42.00087317054959,-87.69282670972314,0.099,21.39,78.61
2.0,2021,1,235,1095.0,42.00046750857021,-87.69260342857021,0.072,21.22,78.78
2.0,2021,2,198,929.0,41.99950194357575,-87.69268064207576,0.056,19.48,80.52
2.0,2021,3,226,1069.0,41.999111044676994,-87.69291672280532,0.115,20.44,79.56
2.0,2021,4,225,1117.0,41.99981428559556,-87.69256640983112,0.071,21.21,78.79
2.0,2021,5,213,1023.0,41.99934255830047,-87.6935187504507,0.099,20.02,79.98
2.0,2021,6,261,1223.0,41.999280749130264,-87.69266809107279,0.1,22.38,77.62
2.0,2021,7,236,1198.0,42.00031303962288,-87.6926132215678,0.131,21.41,78.59
2.0,2021,8,273,1343.0,41.998189683600735,-87.692721447663,0.066,23.83,76.17
2.0,2021,9,295,1422.0,41.99860609659322,-87.69397932225085,0.068,24.8,75.2
2.0,2021,10,259,1264.0,41.998396203555984,-87.6931179009305,0.062,23.02,76.98
2.0,2021,11,236,1154.0,41.999522719351695,-87.69185451812288,0.076,21.64,78.36
2.0,2021,12,277,1356.0,41.99985544316607,-87.69181634811913,0.076,23.9,76.1
2.0,2022,1,314,1496.0,41.99977353787898,-87.6927992217293,0.102,25.36,74.64
2.0,2022,2,204,1002.0,42.00041155343137,-87.69278387992647,0.083,19.85,80.15
2.0,2022,3,277,1330.0,41.99880287501083,-87.69274120709747,0.108,23.38,76.62
2.0,2022,4,290,1353.0,41.99858561021379,-87.69370480428621,0.052,24.36,75.64
2.0,2022,5,356,1687.0,41.999475483573036,-87.69326006006179,0.101,27.56,72.44
2.0,2022,6,319,1487.0,41.99974818420063,-87.69269117670846,0.072,25.69,74.31
2.0,2022,7,321,1574.0,41.99993950753271,-87.69416580678194,0.087,26.21,73.79
2.0,2022,8,367,1769.0,42.0000063329346,-87.6924053741989,0.076,28.62,71.38
2.0,2022,9,369,1773.0,41.99951176562873,-87.69372103217344,0.038,29.07,70.93
2.0,2022,10,391,1921.0,41.99881445451407,-87.69399368516369,0.09,30.06,69.94
2.0,2022,11,349,1795.0,41.999868867080224,-87.69221932874498,0.074,28.5,71.5
2.0,2022,12,343,1704.0,41.99976767423323,-87.69238581449562,0.082,27.64,72.36
2.0,2023,1,312,1534.0,41.99960952114423,-87.69263758303525,0.119,25.44,74.56
2.0,2023,2,297,1481.0,42.000680527855216,-87.693572864367,0.104,24.91,75.09
2.0,2023,3,283,1404.0,42.000061277777384,-87.69331635040636,0.067,24.45,75.55
2.0,2023,4,257,1257.0,41.9997158230856,-87.69274943734631,0.086,22.7,77.3
2.0,2023,5,335,1659.0,41.999643378161196,-87.69272699487163,0.099,26.99,73.01
2.0,2023,6,329,1540.0,42.000676528249244,-87.69216128264742,0.1,25.98,74.02
2.0,2023,7,392,1961.0,42.00094451345409,-87.69286152905612,0.087,30.4,69.6
2.0,2023,8,389,1953.0,41.9992569912545,-87.69207333973264,0.126,29.89,70.11
2.0,2023,9,384,1890.0,41.99938936921094,-87.69188054409896,0.073,29.87,70.13
2.0,2023,10,322,1576.0,42.00009342622361,-87.69339163161492,0.118,25.94,74.06
2.0,2023,11,314,1493.0,42.00002170795542,-87.6937806240414,0.07,25.66,74.34
2.0,2023,12,385,2057.0,42.00099915437922,-87.69295349926234,0.096,30.89,69.11
2.0,2024,1,312,1559.0,42.00018767493269,-87.69228320376283,0.122,25.59,74.41
2.0,2024,2,325,1599.0,42.000520519713845,-87.69272835492923,0.12,26.15,73.85
2.0,2024,3,337,1712.0,42.00073254178635,-87.69284721944807,0.065,27.75,72.25
2.0,2024,4,321,1527.0,41.99831173786604,-87.69301786598442,0.097,25.77,74.23
2.0,2024,5,301,1520.0,41.99964056664452,-87.69432170193689,0.073,25.58,74.42
2.0,2024,6,299,1466.0,41.999884021672244,-87.69295320028094,0.104,24.84,75.16
2.0,2024,7,331,1572.0,41.999274333271906,-87.69358480495771,0.094,26.32,73.68
2.0,2024,8,310,1531.0,41.99982218196129,-87.69237014904193,0.052,26.05,73.95
2.0,2024,9,353,1765.0,41.99945996104816,-87.69273881562323,0.088,28.22,71.78
2.0,2024,10,307,1536.0,41.99907039462215,-87.69247482254072,0.098,25.57,74.43
2.0,2024,11,278,1360.0,42.00009566027698,-87.69250800914028,0.101,23.7,76.3
2.0,2024,12,283,1497.0,41.99964557164664,-87.69338877132861,0.138,24.43,75.57
2.0,2025,1,288,1428.0,41.99928411665625,-87.69263433537499,0.125,24.14,75.86
2.0,2025,2,205,971.0,41.99947377412195,-87.69227458279512,0.141,19.06,80.94
2.0,2025,3,237,1183.0,41.99923092202532,-87.69149020840928,0.101,21.62,78.38
2.0,2025,4,231,1141.0,41.99887999547619,-87.69241948954978,0.078,21.43,78.57
2.0,2025,5,242,1208.0,41.99976512434297,-87.69202099134297,0.095,21.96,78.04
2.0,2025,6,265,1281.0,42.00052006290566,-87.6916885753849,0.094,22.94,77.06
2.0,2025,7,318,1602.0,41.999385764229565,-87.6925059500629,0.11,26.14,73.86
2.0,2025,8,305,1509.0,41.99946842518688,-87.69272052080983,0.089,25.42,74.58
2.0,2025,9,342,1729.0,41.999177662877194,-87.69244263226024,0.123,27.39,72.61
2.0,2025,10,303,1520.0,42.00069742112211,-87.69298846375908,0.109,25.26,74.74
2.0,2025,11,279,1396.0,41.999627724731184,-87.69210005974911,0.118,23.81,76.19
2.0,2025,12,231,1119.0,41.998580230242425,-87.69226429625974,0.143,20.62,79.38
3.0,2015,1,235,1132.0,41.966974753493616,-87.65677545784682,0.221,20.01,79.99
3.0,2015,2,205,923.0,41.966684800399996,-87.65674227098536,0.327,16.85,83.15
3.0,2015,3,272,1251.0,41.96572508556986,-87.6563442566103,0.32,20.59,79.41
3.0,2015,4,308,1457.0,41.96643535789935,-87.65664883933442,0.25,23.48,76.52
3.0,2015,5,315,1550.0,41.965774953990476,-87.65694613119048,0.257,24.23,75.77
3.0,2015,6,310,1495.0,41.965593057835484,-87.65652673980645,0.329,23.01,76.99
3.0,2015,7,334,1577.0,41.966129759467066,-87.65616831443712,0.314,24.21,75.79
3.0,2015,8,376,1871.0,41.96680284505585,-87.65577633050266,0.279,27.51,72.49
3.0,2015,9,357,1681.0,41.96654970372829,-87.6568841285042,0.261,25.94,74.06
3.0,2015,10,308,1488.0,41.96607809108441,-87.65612384216882,0.244,23.77,76.23
3.0,2015,11,285,1391.0,41.96613124909825,-87.65681721830526,0.235,22.71,77.29
3.0,2015,12,264,1294.0,41.966084266613635,-87.65760775919318,0.178,22.18,77.82
3.0,2016,1,278,1320.0,41.96621496894964,-87.65683452407194,0.216,22.25,77.75
3.0,2016,2,240,1126.0,41.96572420984167,-87.65696910127501,0.212,20.14,79.86
3.0,2016,3,302,1387.0,41.96669332124834,-87.65786719673511,0.182,23.53,76.47
3.0,2016,4,266,1276.0,41.965935493684206,-87.65675665237218,0.207,21.79,78.21
3.0,2016,5,304,1484.0,41.96646427520724,-87.6569204269375,0.237,23.74,76.26
3.0,2016,6,366,1778.0,41.9660427751694,-87.6564626217541,0.232,27.11,72.89
3.0,2016,7,310,1499.0,41.966163538083876,-87.65574929614516,0.213,24.2,75.8
3.0,2016,8,309,1561.0,41.96562409288026,-87.65674197224271,0.146,25.31,74.69
3.0,2016,9,326,1624.0,41.96644305319018,-87.65671415775768,0.16,25.95,74.05
3.0,2016,10,333,1650.0,41.966036747639635,-87.65694928803003,0.165,26.22,73.78
3.0,2016,11,274,1362.0,41.966186654310214,-87.6570013075073,0.168,22.97,77.03
3.0,2016,12,231,1084.0,41.966634286056276,-87.65738446153247,0.186,19.93,80.07
3.0,2017,1,259,1231.0,41.96597481672587,-87.6568441165251,0.174,21.66,78.34
3.0,2017,2,254,1220.0,41.96549142466536,-87.65712921022048,0.189,21.33,78.67
3.0,2017,3,241,1171.0,41.96598278273859,-87.65733095022408,0.228,20.34,79.66
3.0,2017,4,290,1429.0,41.966228667865515,-87.65694044852414,0.159,23.85,76.15
3.0,2017,5,301,1427.0,41.96620452379402,-87.65671476578738,0.176,23.87,76.13
3.0,2017,6,297,1427.0,41.96635361292256,-87.65553978125253,0.195,23.6,76.4
3.0,2017,7,343,1619.0,41.96618061046647,-87.65649142216036,0.181,26.02,73.98
3.0,2017,8,331,1491.0,41.96593055826888,-87.65617185119335,0.187,24.79,75.21
3.0,2017,9,334,1613.0,41.96664390655389,-87.65779909770957,0.129,26.33,73.67
3.0,2017,10,324,1556.0,41.96663301104012,-87.65708373201544,0.182,25.19,74.81
3.0,2017,11,256,1273.0,41.965597206632815,-87.65775737159375,0.18,21.86,78.14
3.0,2017,12,279,1367.0,41.966861954860214,-87.65708226101076,0.151,23.27,76.73
3.0,2018,1,301,1460.0,41.96648828401993,-87.65684211087375,0.206,23.81,76.19
3.0,2018,2,243,1135.0,41.96623158366255,-87.65711262170782,0.189,20.5,79.5
3.0,2018,3,246,1165.0,41.96618199738211,-87.65753572096341,0.207,20.6,79.4
3.0,2018,4,256,1237.0,41.966603715636715,-87.65753584711719,0.168,21.71,78.29
3.0,2018,5,283,1361.0,41.96597511877032,-87.6558976151166,0.187,22.93,77.07
3.0,2018,6,320,1591.0,41.966390094375,-87.65645489425626,0.156,25.63,74.37
3.0,2018,7,353,1704.0,41.96643825327479,-87.65669201432577,0.122,27.43,72.57
3.0,2018,8,342,1650.0,41.96655169259942,-87.65714469621929,0.158,26.46,73.54
3.0,2018,9,321,1591.0,41.96640398492835,-87.65727052104985,0.199,25.22,74.78
3.0,2018,10,308,1491.0,41.966402550873376,-87.65777414196104,0.104,25.19,74.81
