community_area,year,month,total_crime_count,total_crime_weight,avg_latitude,avg_longitude,arrest_rate,risk_score,safety_score
56.0,2022,1,122,569.0,41.795484586606555,-87.75784805119673,0.107,14.89,85.11
56.0,2022,2,122,613.0,41.796791717729505,-87.75696056283606,0.098,15.3,84.7
56.0,2022,3,139,668.0,41.79762093833813,-87.75818885523022,0.101,16.0,84.0
56.0,2022,4,132,590.0,41.79800360525,-87.75800563627273,0.106,15.24,84.76
56.0,2022,5,153,686.0,41.79722193637908,-87.75873785922876,0.105,16.35,83.65
56.0,2022,6,160,738.0,41.796102970875,-87.7594297062375,0.112,16.79,83.21
56.0,2022,7,156,776.0,41.79831112995513,-87.75565767323077,0.09,17.22,82.78
56.0,2022,8,191,921.0,41.79680180359686,-87.75792789526703,0.084,19.0,81.0
56.0,2022,9,191,821.0,41.798024764005234,-87.7545818791466,0.246,16.64,83.36
56.0,2022,10,199,902.0,41.79758458020603,-87.7600454844623,0.136,18.49,81.51
56.0,2022,11,175,821.0,41.795907296931425,-87.76014725908,0.08,18.01,81.99
56.0,2022,12,172,804.0,41.795664460023254,-87.76090367773256,0.087,17.75,82.25
56.0,2023,1,203,937.0,41.79642288078325,-87.7629123662857,0.094,19.25,80.75
56.0,2023,2,200,944.0,41.79570559844,-87.76146121625999,0.09,19.28,80.72
56.0,2023,3,190,889.0,41.79575647327895,-87.75923858610527,0.137,18.22,81.78
56.0,2023,4,150,714.0,41.79549339816,-87.7599338154,0.08,16.75,83.25
56.0,2023,5,187,883.0,41.79623283896257,-87.76189748274867,0.112,18.36,81.64
56.0,2023,6,190,903.0,41.79599474402105,-87.76009884345264,0.1,18.69,81.31
56.0,2023,7,209,988.0,41.79670329823924,-87.76061494281339,0.158,19.09,80.91
56.0,2023,8,209,1000.0,41.796998632502394,-87.75988919198565,0.072,20.04,79.96
56.0,2023,9,227,1102.0,41.797890867110134,-87.75777366462114,0.167,20.18,79.82
56.0,2023,10,185,882.0,41.79614207378919,-87.76090807881081,0.124,18.2,81.8
56.0,2023,11,160,760.0,41.79671858119375,-87.75736841349375,0.131,16.76,83.24
56.0,2023,12,162,773.0,41.795895436765434,-87.75632421604321,0.111,17.1,82.9
56.0,2024,1,192,918.0,41.796074614729164,-87.75739045445833,0.12,18.64,81.36
56.0,2024,2,188,921.0,41.796056578973406,-87.75870289271809,0.128,18.51,81.49
56.0,2024,3,212,1035.0,41.79700027978773,-87.75700719071227,0.113,19.94,80.06
56.0,2024,4,171,793.0,41.79718302848538,-87.7573852847427,0.099,17.53,82.47
56.0,2024,5,182,887.0,41.79712516292308,-87.75613992845604,0.176,17.67,82.33
56.0,2024,6,204,980.0,41.796702626137254,-87.75410004681864,0.142,19.1,80.9
56.0,2024,7,256,1212.0,41.797169193679686,-87.7571125600039,0.188,21.33,78.67
56.0,2024,8,219,1112.0,41.79681496881278,-87.7539318534338,0.187,19.9,80.1
56.0,2024,9,197,928.0,41.796722232583754,-87.75561459371066,0.188,18.13,81.87
56.0,2024,10,194,890.0,41.796242042891755,-87.75788785018558,0.165,18.02,81.98
56.0,2024,11,193,961.0,41.79479973231606,-87.76083280696373,0.145,18.72,81.28
56.0,2024,12,181,846.0,41.795825796961324,-87.76049189118784,0.133,17.78,82.22
56.0,2025,1,163,745.0,41.796996832625766,-87.7550845323313,0.196,16.06,83.94
56.0,2025,2,128,609.0,41.79714463621875,-87.7545075631875,0.172,14.65,85.35
56.0,2025,3,183,852.0,41.796375986229506,-87.75687455471585,0.186,17.33,82.67
56.0,2025,4,156,696.0,41.796545019673076,-87.75736397389744,0.115,16.37,83.63
56.0,2025,5,181,851.0,41.79650888756353,-87.75858392123757,0.144,17.7,82.3
56.0,2025,6,187,908.0,41.796410794390376,-87.75895168592514,0.123,18.44,81.56
56.0,2025,7,186,842.0,41.79723201930107,-87.7558358577957,0.194,17.23,82.77
56.0,2025,8,209,987.0,41.79684251222488,-87.75850569643542,0.182,18.85,81.15
56.0,2025,9,153,738.0,41.79680851564706,-87.75471113292157,0.176,16.02,83.98
56.0,2025,10,180,831.0,41.79705189192778,-87.75884668828333,0.239,16.58,83.42
56.0,2025,11,155,728.0,41.79632570022581,-87.75607181364516,0.252,15.23,84.77
56.0,2025,12,148,716.0,41.79455967829054,-87.76144902722973,0.142,16.11,83.89
57.0,2015,1,85,416.0,41.807154401470584,-87.72668038496471,0.224,11.9,88.1
57.0,2015,2,81,382.0,41.806263058839505,-87.72690311446914,0.259,11.22,88.78
57.0,2015,3,102,540.0,41.80547525684314,-87.72658287094117,0.265,12.72,87.28
57.0,2015,4,89,419.0,41.8080528861573,-87.7273308071573,0.213,12.1,87.9
57.0,2015,5,99,507.0,41.80592720835354,-87.72668573250505,0.253,12.55,87.45
57.0,2015,6,77,370.0,41.80553836394805,-87.72665771950649,0.273,10.92,89.08
57.0,2015,7,69,336.0,41.80616496750724,-87.72752917346378,0.159,11.65,88.35
57.0,2015,8,73,325.0,41.807201585780824,-87.72608495727397,0.233,10.91,89.09
57.0,2015,9,65,304.0,41.80682832835385,-87.72505523292307,0.154,11.4,88.6
57.0,2015,10,85,441.0,41.806950358082354,-87.72634491061176,0.212,12.2,87.8
57.0,2015,11,82,441.0,41.80552716256098,-87.72710257421951,0.207,12.19,87.81
57.0,2015,12,74,396.0,41.80641636143243,-87.72625359532432,0.216,11.62,88.38
57.0,2016,1,73,365.0,41.806309561397256,-87.72583702210959,0.151,12.03,87.97
57.0,2016,2,78,390.0,41.805937370871796,-87.72668764765385,0.167,12.15,87.85
57.0,2016,3,73,350.0,41.80513643468493,-87.7265721870274,0.205,11.37,88.63
57.0,2016,4,61,281.0,41.80758553642623,-87.72555352886886,0.213,10.56,89.44
57.0,2016,5,74,372.0,41.80599575727027,-87.72661187733785,0.297,10.63,89.37
57.0,2016,6,64,323.0,41.805582921125,-87.726890064125,0.094,12.12,87.88
57.0,2016,7,62,276.0,41.807074157580644,-87.72595589369355,0.129,11.38,88.62
57.0,2016,8,86,452.0,41.80673741469767,-87.72709195113953,0.221,12.21,87.79
57.0,2016,9,86,440.0,41.80606851125581,-87.72707350855814,0.244,11.89,88.11
57.0,2016,10,72,337.0,41.805535536,-87.72672154441666,0.208,11.23,88.77
57.0,2016,11,88,434.0,41.80563721702273,-87.72634804335227,0.136,12.96,87.04
57.0,2016,12,62,307.0,41.80711178598387,-87.7280736231129,0.161,11.29,88.71
57.0,2017,1,75,358.0,41.80677735726667,-87.72586142242666,0.2,11.52,88.48
57.0,2017,2,76,367.0,41.80711022334211,-87.72641675027631,0.184,11.77,88.23
57.0,2017,3,68,333.0,41.80602773397059,-87.72788381536765,0.059,12.62,87.38
57.0,2017,4,65,344.0,41.80754735695385,-87.72734464904616,0.169,11.54,88.46
57.0,2017,5,84,412.0,41.806671250190476,-87.72555717970238,0.179,12.3,87.7
57.0,2017,6,63,289.0,41.80684594231746,-87.72616339588889,0.127,11.52,88.48
57.0,2017,7,66,305.0,41.80606640489394,-87.72763736115151,0.121,11.75,88.25
57.0,2017,8,65,338.0,41.80760882532308,-87.72608726081538,0.123,11.96,88.04
57.0,2017,9,71,382.0,41.80643308476056,-87.72804429294365,0.155,12.08,87.92
57.0,2017,10,71,329.0,41.807791250577466,-87.72627933153521,0.07,12.53,87.47
57.0,2017,11,58,305.0,41.806146227999996,-87.72670041693104,0.224,10.57,89.43
57.0,2017,12,75,373.0,41.80659655145333,-87.72730155037333,0.053,13.1,86.9
57.0,2018,1,41,205.0,41.80759535778049,-87.72668629595123,0.098,10.78,89.22
57.0,2018,2,64,299.0,41.80724637121875,-87.72588696182812,0.125,11.63,88.37
57.0,2018,3,61,299.0,41.806764371163936,-87.72705565537704,0.213,10.69,89.31
57.0,2018,4,58,275.0,41.80634628356897,-87.72706432662068,0.155,11.04,88.96
57.0,2018,5,76,415.0,41.806663555907896,-87.72715534255263,0.105,12.91,87.09
57.0,2018,6,71,353.0,41.806715522169014,-87.72624754115493,0.127,12.14,87.86
57.0,2018,7,83,399.0,41.80587075387952,-87.72795978654217,0.181,12.17,87.83
57.0,2018,8,74,352.0,41.80635322012162,-87.72671719928378,0.054,12.92,87.08
57.0,2018,9,81,423.0,41.80569450288889,-87.72747111332099,0.099,13.13,86.87
57.0,2018,10,72,354.0,41.806248695166666,-87.72650212086111,0.097,12.47,87.53
57.0,2018,11,71,339.0,41.807092255577466,-87.72833137491548,0.197,11.34,88.66
57.0,2018,12,61,314.0,41.80822302739344,-87.7265577199672,0.148,11.46,88.54
57.0,2019,1,77,378.0,41.80609770496104,-87.7265585324156,0.117,12.54,87.46
57.0,2019,2,73,345.0,41.80700055909589,-87.72590084990412,0.123,12.16,87.84
57.0,2019,3,46,216.0,41.80692802363044,-87.72615291934783,0.196,9.98,90.02
57.0,2019,4,56,264.0,41.80741005119643,-87.72648537058929,0.054,11.94,88.06
57.0,2019,5,67,306.0,41.807535378761195,-87.72661263073134,0.194,11.05,88.95
57.0,2019,6,84,414.0,41.80743201697619,-87.72706957145239,0.155,12.56,87.44
57.0,2019,7,57,276.0,41.80632936191228,-87.72779812710526,0.105,11.53,88.47
57.0,2019,8,77,369.0,41.807062810246755,-87.72830965674027,0.078,12.86,87.14
57.0,2019,9,65,330.0,41.8073212096,-87.72708389116923,0.277,10.36,89.64
57.0,2019,10,65,327.0,41.80858099663077,-87.72658097358462,0.062,12.49,87.51
57.0,2019,11,71,337.0,41.808395650070416,-87.72620468501408,0.113,12.17,87.83
57.0,2019,12,65,342.0,41.80624214415385,-87.72713485363077,0.154,11.68,88.32
57.0,2020,1,72,359.0,41.80687401498611,-87.72656653993056,0.083,12.64,87.36
57.0,2020,2,61,299.0,41.80730780240983,-87.72632065565574,0.066,12.17,87.83
57.0,2020,3,40,213.0,41.807308209975005,-87.727211811375,0.15,10.3,89.7
57.0,2020,4,47,242.0,41.80748004795745,-87.72574452723403,0.064,11.51,88.49
57.0,2020,5,64,312.0,41.807937569984375,-87.72769798876563,0.047,12.51,87.49
57.0,2020,6,53,267.0,41.806819420603766,-87.72752567869811,0.113,11.31,88.69
57.0,2020,7,68,346.0,41.80845774463235,-87.72613931522059,0.029,13.01,86.99
57.0,2020,8,65,350.0,41.80731044584615,-87.72642744653845,0.092,12.35,87.65
57.0,2020,9,60,310.0,41.80715835925,-87.7265276998,0.05,12.39,87.61
57.0,2020,10,49,240.0,41.80781218365306,-87.7263706192857,0.041,11.76,88.24
57.0,2020,11,56,251.0,41.80845214953571,-87.72599357771428,0.071,11.66,88.34
57.0,2020,12,39,195.0,41.806363722025644,-87.72691779089743,0.077,10.88,89.12
57.0,2021,1,52,261.0,41.80661109342308,-87.72593861865386,0.058,11.8,88.2
57.0,2021,2,43,203.0,41.80813841465117,-87.72674871869768,0.07,11.08,88.92
57.0,2021,3,50,271.0,41.8081960349,-87.72647313003999,0.02,12.21,87.79
57.0,2021,4,43,242.0,41.8071083584186,-87.72558152744186,0.047,11.6,88.4
57.0,2021,5,54,274.0,41.80659776248148,-87.72762633716667,0.037,12.14,87.86
57.0,2021,6,70,376.0,41.80628751461429,-87.7274664711,0.043,13.13,86.87
57.0,2021,7,49,264.0,41.8066568725102,-87.72681573220409,0.061,11.73,88.27
57.0,2021,8,58,306.0,41.8078473215,-87.72599094600001,0.069,12.13,87.87
57.0,2021,9,71,378.0,41.808017051042256,-87.72697855650705,0.07,12.89,87.11
57.0,2021,10,49,242.0,41.80823392314285,-87.72546572126531,0.02,11.98,88.02
57.0,2021,11,54,287.0,41.807927108777776,-87.72626439511112,0.056,12.05,87.95
57.0,2021,12,71,336.0,41.80751566671831,-87.72690081680281,0.07,12.58,87.42
57.0,2022,1,68,343.0,41.80884782967647,-87.7259009109706,0.059,12.69,87.31
57.0,2022,2,67,342.0,41.808407120835824,-87.72610943095523,0.06,12.66,87.34
57.0,2022,3,67,354.0,41.80753924744776,-87.72709811880597,0.06,12.75,87.25
57.0,2022,4,70,356.0,41.80701578347143,-87.72681635271428,0.129,12.13,87.87
57.0,2022,5,83,407.0,41.80806139937349,-87.72709088093976,0.06,13.43,86.57
57.0,2022,6,72,355.0,41.80592950559722,-87.72689665436111,0.056,12.89,87.11
57.0,2022,7,81,415.0,41.807160920592594,-87.72776317130864,0.074,13.31,86.69
57.0,2022,8,88,452.0,41.807188691829545,-87.72747705470455,0.045,14.0,86.0
57.0,2022,9,91,444.0,41.806938547769235,-87.72673404354946,0.11,13.36,86.64
57.0,2022,10,87,446.0,41.80715650791954,-87.72570683587357,0.034,14.05,85.95
57.0,2022,11,101,490.0,41.807719139069306,-87.72656714667326,0.069,14.29,85.71
57.0,2022,12,117,524.0,41.8067106047265,-87.72663655619658,0.043,15.1,84.9
57.0,2023,1,86,440.0,41.80718773994186,-87.72535826822093,0.058,13.75,86.25
57.0,2023,2,83,431.0,41.80560832737349,-87.72732485590362,0.084,13.37,86.63
57.0,2023,3,68,345.0,41.80738115486764,-87.72556211211766,0.132,11.97,88.03
57.0,2023,4,76,369.0,41.805972775184216,-87.72583097875,0.092,12.7,87.3
57.0,2023,5,87,439.0,41.807923053275864,-87.72684656468967,0.138,12.97,87.03
57.0,2023,6,92,476.0,41.805800979423914,-87.72733106554348,0.098,13.73,86.27
57.0,2023,7,65,294.0,41.80705834076923,-87.72628069255384,0.092,11.94,88.06
57.0,2023,8,98,467.0,41.80666979085714,-87.72609288511225,0.112,13.63,86.37
57.0,2023,9,112,598.0,41.80759209876786,-87.72619871656251,0.036,15.63,84.37
57.0,2023,10,115,613.0,41.806011362373916,-87.72580889746956,0.07,15.46,84.54
57.0,2023,11,67,382.0,41.80608890708955,-87.72655163871642,0.06,12.95,87.05
57.0,2023,12,72,371.0,41.808910594222226,-87.72545436841666,0.111,12.45,87.55
57.0,2024,1,62,309.0,41.807911835951614,-87.726673643,0.145,11.47,88.53
57.0,2024,2,84,446.0,41.80719169857143,-87.72604958582143,0.107,13.27,86.73
57.0,2024,3,100,527.0,41.807073430399996,-87.72644093979,0.06,14.64,85.36
57.0,2024,4,60,301.0,41.807553663583334,-87.72548915023334,0.133,11.49,88.51
57.0,2024,5,90,459.0,41.80914671111111,-87.72575126275555,0.1,13.55,86.45
57.0,2024,6,80,395.0,41.80978961175,-87.725721540675,0.138,12.51,87.49
57.0,2024,7,115,572.0,41.80781374550435,-87.72635082126087,0.113,14.72,85.28
57.0,2024,8,105,523.0,41.806909663971425,-87.72630937153333,0.095,14.35,85.65
57.0,2024,9,130,671.0,41.80772465668462,-87.7268147852077,0.185,15.01,84.99
57.0,2024,10,100,471.0,41.80807485207001,-87.72746657753,0.1,13.82,86.18
57.0,2024,11,92,413.0,41.808322368739134,-87.72592924432608,0.098,13.27,86.73
57.0,2024,12,94,465.0,41.80745552464894,-87.7259446442553,0.181,12.86,87.14
57.0,2025,1,89,412.0,41.808637436033706,-87.72493406574156,0.169,12.5,87.5
57.0,2025,2,99,468.0,41.80740870831313,-87.72603864765657,0.131,13.47,86.53
57.0,2025,3,98,428.0,41.807084010683674,-87.72566378385714,0.204,12.43,87.57
57.0,2025,4,76,361.0,41.80697842048684,-87.72593943830263,0.171,11.85,88.15
57.0,2025,5,78,394.0,41.805971184179484,-87.72752783491026,0.179,12.05,87.95
57.0,2025,6,82,382.0,41.8066203397439,-87.72621120040243,0.11,12.73,87.27
57.0,2025,7,121,560.0,41.80791233107438,-87.72587170404132,0.124,14.63,85.37
57.0,2025,8,94,457.0,41.810291534468085,-87.72496001059575,0.117,13.44,86.56
57.0,2025,9,119,542.0,41.808427571957985,-87.72577793597479,0.185,13.85,86.15
57.0,2025,10,83,393.0,41.80888419475904,-87.72595924286746,0.157,12.36,87.64
57.0,2025,11,70,327.0,41.810178813871424,-87.72549564174285,0.143,11.77,88.23
57.0,2025,12,79,384.0,41.809020733683546,-87.72575919397468,0.266,11.13,88.87
58.0,2015,1,230,1145.0,41.81618022856087,-87.69673890134348,0.37,18.53,81.47
58.0,2015,2,184,866.0,41.815705257249995,-87.69581357152174,0.315,16.15,83.85
58.0,2015,3,243,1176.0,41.81595294672017,-87.69624118702059,0.255,20.14,79.86
58.0,2015,4,250,1225.0,41.815933436584,-87.69661757514,0.348,19.71,80.29
58.0,2015,5,226,1160.0,41.816562717000004,-87.69758073517698,0.248,19.78,80.22
58.0,2015,6,228,1153.0,41.816456737026314,-87.69751314192983,0.219,20.05,79.95
58.0,2015,7,252,1282.0,41.8167992609881,-87.69732442751192,0.258,21.07,78.93
58.0,2015,8,247,1250.0,41.81581860431174,-87.69632291003644,0.296,20.36,79.64
58.0,2015,9,239,1116.0,41.81637949898326,-87.69635688361925,0.305,19.12,80.88
58.0,2015,10,211,1019.0,41.816206385227495,-87.69728643804265,0.303,17.91,82.09
58.0,2015,11,196,1004.0,41.81673990316327,-87.69592507765306,0.235,18.2,81.8
58.0,2015,12,202,1071.0,41.81671877788614,-87.69697055213366,0.178,19.37,80.63
58.0,2016,1,224,1188.0,41.815951893580355,-87.6972092883482,0.205,20.38,79.62
58.0,2016,2,203,994.0,41.81624143654187,-87.69632375075369,0.148,19.13,80.87
58.0,2016,3,220,1126.0,41.817142877531815,-87.69690576206817,0.245,19.44,80.56
58.0,2016,4,242,1247.0,41.81573618710744,-87.69620089339256,0.219,21.01,78.99
58.0,2016,5,254,1269.0,41.8157142508937,-87.69678419126772,0.228,21.3,78.7
58.0,2016,6,210,1023.0,41.81636785129048,-87.69610621605715,0.248,18.47,81.53
58.0,2016,7,180,945.0,41.81673424769445,-87.69619540476111,0.228,17.54,82.46
58.0,2016,8,254,1244.0,41.81517199579922,-87.69580116563779,0.264,20.76,79.24
58.0,2016,9,242,1295.0,41.81641596562397,-87.69648343375206,0.211,21.45,78.55
58.0,2016,10,213,1141.0,41.81592783588263,-87.69640151692019,0.239,19.48,80.52
58.0,2016,11,197,1075.0,41.81565186449746,-87.69678863509645,0.137,19.72,80.28
58.0,2016,12,187,1032.0,41.81607585205348,-87.69717912298395,0.144,19.14,80.86
58.0,2017,1,184,978.0,41.816235289233695,-87.69643527922283,0.212,18.01,81.99
58.0,2017,2,185,965.0,41.81617708322162,-87.69700271556756,0.222,17.84,82.16
58.0,2017,3,160,804.0,41.81661426960625,-87.69607716761875,0.244,15.96,84.04
58.0,2017,4,168,882.0,41.81573834502381,-87.69639227068453,0.208,17.04,82.96
58.0,2017,5,163,858.0,41.81679206792025,-87.69656765066871,0.245,16.4,83.6
58.0,2017,6,157,788.0,41.81625188210828,-87.69538809135032,0.204,16.19,83.81
58.0,2017,7,208,1078.0,41.816429968831734,-87.69635853253365,0.149,19.83,80.17
58.0,2017,8,198,1034.0,41.815855343575755,-87.69686913718687,0.141,19.39,80.61
58.0,2017,9,223,1196.0,41.81568596303139,-87.6963278038027,0.26,19.87,80.13
58.0,2017,10,178,934.0,41.815687177382024,-87.69687186403371,0.157,18.12,81.88
58.0,2017,11,176,917.0,41.816660564375,-87.69761039123864,0.17,17.83,82.17
58.0,2017,12,195,995.0,41.81632243582564,-87.69647452284103,0.144,19.03,80.97
58.0,2018,1,155,807.0,41.81527717832903,-87.69619696762581,0.206,16.26,83.74
58.0,2018,2,166,873.0,41.81634983607229,-87.69661092953615,0.163,17.4,82.6
58.0,2018,3,173,913.0,41.81655820441618,-87.69682488839885,0.231,17.14,82.86
58.0,2018,4,151,768.0,41.81701722448344,-87.69608472213245,0.166,16.31,83.69
58.0,2018,5,184,958.0,41.815797687141306,-87.69627119427174,0.185,18.14,81.86
58.0,2018,6,179,917.0,41.81624447520112,-87.69687136236313,0.173,17.86,82.14
58.0,2018,7,220,1130.0,41.81559800870455,-87.69696464555909,0.159,20.33,79.67
58.0,2018,8,191,1007.0,41.81701651016754,-87.6963140115445,0.178,18.7,81.3
58.0,2018,9,199,1037.0,41.81622362265326,-87.69734476341206,0.176,19.09,80.91
58.0,2018,10,210,1086.0,41.81649478499524,-87.69676952201904,0.138,20.03,79.97
58.0,2018,11,164,790.0,41.816473279390244,-87.69716484638414,0.195,16.42,83.58
58.0,2018,12,174,876.0,41.81654039862069,-87.69663823552874,0.19,17.3,82.7
58.0,2019,1,159,806.0,41.81645656354717,-87.69574449104402,0.208,16.32,83.68
58.0,2019,2,163,784.0,41.816244069527606,-87.69614705116564,0.19,16.41,83.59
58.0,2019,3,178,895.0,41.81692227644382,-87.6955808277528,0.219,17.22,82.78
58.0,2019,4,168,840.0,41.816253724214285,-87.696462115625,0.185,16.97,83.03
58.0,2019,5,199,1022.0,41.81658563932161,-87.6955741240402,0.201,18.73,81.27
58.0,2019,6,195,1006.0,41.81564339013846,-87.69642433533846,0.154,19.01,80.99
58.0,2019,7,213,1130.0,41.81632093098592,-87.69721791403286,0.136,20.43,79.57
58.0,2019,8,202,992.0,41.81600601814356,-87.69643901195049,0.168,18.89,81.11
58.0,2019,9,187,961.0,41.81605150866845,-87.69670930339572,0.176,18.3,81.7
58.0,2019,10,167,846.0,41.81612676302395,-87.69487982047904,0.144,17.4,82.6
58.0,2019,11,174,885.0,41.81611508823563,-87.69598831267817,0.161,17.65,82.35
58.0,2019,12,209,1063.0,41.816140222459325,-87.6964129942201,0.206,19.17,80.83
58.0,2020,1,166,791.0,41.81725919842169,-87.69618231946987,0.193,16.49,83.51
58.0,2020,2,158,780.0,41.81621094418987,-87.69611762029113,0.19,16.29,83.71
58.0,2020,3,157,807.0,41.81582077991083,-87.69674364957325,0.153,16.84,83.16
58.0,2020,4,108,587.0,41.81626971182408,-87.69528652624075,0.111,14.72,85.28
58.0,2020,5,124,623.0,41.815110898725806,-87.69614511191129,0.194,14.46,85.54
58.0,2020,6,147,802.0,41.81605902565986,-87.6963806387211,0.163,16.51,83.49
58.0,2020,7,185,1013.0,41.81636088322162,-87.69596664162702,0.13,19.11,80.89
58.0,2020,8,155,850.0,41.81701591230968,-87.6956736870258,0.194,16.71,83.29
58.0,2020,9,152,736.0,41.81606211596053,-87.69609960233552,0.158,16.17,83.83
58.0,2020,10,145,758.0,41.815623672827584,-87.69673371907587,0.145,16.33,83.67
58.0,2020,11,122,620.0,41.81626177858197,-87.69735265346722,0.197,14.37,85.63
58.0,2020,12,130,627.0,41.81643214401539,-87.69764003890769,0.123,15.3,84.7
58.0,2021,1,139,721.0,41.817041414071944,-87.69611414294964,0.079,16.6,83.4
58.0,2021,2,115,572.0,41.817208019191305,-87.69598034156522,0.157,14.28,85.72
58.0,2021,3,123,625.0,41.817101309235774,-87.69587372653659,0.081,15.58,84.42
58.0,2021,4,137,714.0,41.81675260004379,-87.6974877120073,0.095,16.36,83.64
58.0,2021,5,150,848.0,41.81627013980667,-87.69616398399333,0.127,17.27,82.73
58.0,2021,6,141,731.0,41.817209687964535,-87.69660111549645,0.113,16.37,83.63
58.0,2021,7,147,776.0,41.81573606757823,-87.69696390748979,0.143,16.52,83.48
58.0,2021,8,158,806.0,41.81597737532279,-87.6968845401962,0.076,17.62,82.38
58.0,2021,9,159,849.0,41.81644325106289,-87.69729770453459,0.075,17.96,82.04
58.0,2021,10,183,983.0,41.816735878994535,-87.69684849474316,0.077,19.39,80.61
58.0,2021,11,160,837.0,41.81584547826875,-87.6970630335625,0.1,17.64,82.36
58.0,2021,12,151,816.0,41.81683402623841,-87.69687241790729,0.126,17.06,82.94
58.0,2022,1,159,870.0,41.81554684950314,-87.69740154442768,0.075,18.11,81.89
58.0,2022,2,139,695.0,41.81495884852518,-87.69748906365467,0.122,15.98,84.02
58.0,2022,3,157,817.0,41.81684102398726,-87.6957295630637,0.102,17.42,82.58
58.0,2022,4,194,1052.0,41.816228684458764,-87.69677682947939,0.093,19.94,80.06
58.0,2022,5,188,1011.0,41.81570722237234,-87.69714604537234,0.069,19.76,80.24
58.0,2022,6,177,933.0,41.81667237117514,-87.6966562358983,0.068,18.99,81.01
58.0,2022,7,197,1059.0,41.816166128533,-87.69684093832487,0.076,20.21,79.79
58.0,2022,8,170,897.0,41.81578060275294,-87.69734890232942,0.082,18.45,81.55
58.0,2022,9,181,947.0,41.816597116254144,-87.69664046532044,0.105,18.8,81.2
58.0,2022,10,194,1078.0,41.815834115525774,-87.69574010330928,0.088,20.18,79.82
58.0,2022,11,158,873.0,41.814794259424055,-87.69687446420886,0.057,18.3,81.7
58.0,2022,12,166,872.0,41.81539953339759,-87.69731376836748,0.096,18.05,81.95
58.0,2023,1,171,930.0,41.81551840451462,-87.69807883253802,0.082,18.72,81.28
58.0,2023,2,167,853.0,41.816784469497,-87.6957154902994,0.078,18.11,81.89
58.0,2023,3,205,1048.0,41.815199336024385,-87.69694685081463,0.063,20.41,79.59
58.0,2023,4,202,1048.0,41.815101142074255,-87.69639044127229,0.104,19.95,80.05
58.0,2023,5,193,1011.0,41.815762958103626,-87.69678414567356,0.083,19.71,80.29
58.0,2023,6,209,1096.0,41.81499532282775,-87.69730995047847,0.086,20.61,79.39
58.0,2023,7,213,1126.0,41.81544955135211,-87.6965986916291,0.08,20.97,79.03
58.0,2023,8,189,1012.0,41.81585973526984,-87.6967580474127,0.122,19.26,80.74
58.0,2023,9,192,1071.0,41.81490266723437,-87.69640678047396,0.073,20.24,79.76
58.0,2023,10,195,1076.0,41.81619718380513,-87.69681622553846,0.092,20.14,79.86
58.0,2023,11,196,1082.0,41.81698522976531,-87.69628978179591,0.097,20.15,79.85
58.0,2023,12,170,978.0,41.815721820905885,-87.6970746505647,0.1,18.87,81.13
58.0,2024,1,148,770.0,41.81647311385811,-87.69662428957432,0.142,16.51,83.49
58.0,2024,2,197,1022.0,41.8151751395736,-87.69519277559898,0.102,19.68,80.32
58.0,2024,3,179,930.0,41.81578445640782,-87.6969089197542,0.112,18.57,81.43
58.0,2024,4,184,963.0,41.81583168903261,-87.6963758663913,0.141,18.61,81.39
58.0,2024,5,196,1044.0,41.81710616345918,-87.69710827707652,0.133,19.52,80.48
58.0,2024,6,172,894.0,41.81584199001163,-87.69673599031395,0.076,18.53,81.47
58.0,2024,7,236,1257.0,41.816568000440675,-87.69690284056779,0.127,21.89,78.11
58.0,2024,8,184,1005.0,41.81543104748369,-87.69561933744022,0.158,18.76,81.24
58.0,2024,9,186,1008.0,41.815395842451615,-87.69558729488709,0.124,19.15,80.85
58.0,2024,10,188,1010.0,41.816829640021275,-87.69770360885106,0.154,18.9,81.1
58.0,2024,11,173,886.0,41.81598122460116,-87.6965568206474,0.104,18.21,81.79
58.0,2024,12,186,956.0,41.81607750921505,-87.69635466052151,0.129,18.72,81.28
58.0,2025,1,143,705.0,41.81639224423077,-87.69672821908392,0.133,16.02,83.98
58.0,2025,2,131,642.0,41.816285644854965,-87.69683693551907,0.198,14.68,85.32
58.0,2025,3,171,828.0,41.8161177607193,-87.69531149587134,0.146,17.32,82.68
58.0,2025,4,152,773.0,41.81602503055921,-87.69557881235527,0.138,16.64,83.36
58.0,2025,5,155,793.0,41.81653005192903,-87.69641687606452,0.097,17.26,82.74
58.0,2025,6,186,939.0,41.81668061751613,-87.69636355054301,0.177,18.11,81.89
58.0,2025,7,174,892.0,41.815255768252875,-87.6958057232931,0.121,18.1,81.9
58.0,2025,8,190,952.0,41.81569149253684,-87.69669482609474,0.121,18.84,81.16
58.0,2025,9,161,828.0,41.81564584768323,-87.69649619596895,0.143,17.17,82.83
58.0,2025,10,190,986.0,41.816134096726316,-87.69622481181052,0.2,18.3,81.7
58.0,2025,11,161,767.0,41.81639755195652,-87.69686951416149,0.149,16.66,83.34
58.0,2025,12,170,874.0,41.81627346650588,-87.6961082103,0.135,17.75,82.25
59.0,2015,1,88,423.0,41.830525764511364,-87.67373083388635,0.284,11.4,88.6
59.0,2015,2,78,372.0,41.83079271071795,-87.67222770385898,0.269,10.99,89.01
59.0,2015,3,74,360.0,41.83096273837838,-87.67282543093243,0.311,10.41,89.59
59.0,2015,4,81,370.0,41.830388940691364,-87.67269082606173,0.235,11.38,88.62
